filename,interaction_number,speaker,sentence_number,text,task_type,Initials,Type_interraction,Manual Coding,AI coding,Birth month,Birth Year,Mother tongue,Sex,Date of experiment,Experimenter,Place experiment,Age at experiment,Condition,Language of experiment,Order of tasks,Appreciation,text_en,id,strategy::feature_politeness_==Please==,strategy::feature_politeness_==Please_start==,strategy::feature_politeness_==HASHEDGE==,strategy::feature_politeness_==Indirect_(btw)==,strategy::feature_politeness_==Hedges==,strategy::feature_politeness_==Factuality==,strategy::feature_politeness_==Deference==,strategy::feature_politeness_==Gratitude==,strategy::feature_politeness_==Apologizing==,strategy::feature_politeness_==1st_person_pl.==,strategy::feature_politeness_==1st_person==,strategy::feature_politeness_==1st_person_start==,strategy::feature_politeness_==2nd_person==,strategy::feature_politeness_==2nd_person_start==,strategy::feature_politeness_==Indirect_(greeting)==,strategy::feature_politeness_==Direct_question==,strategy::feature_politeness_==Direct_start==,strategy::feature_politeness_==HASPOSITIVE==,strategy::feature_politeness_==HASNEGATIVE==,strategy::feature_politeness_==SUBJUNCTIVE==,strategy::feature_politeness_==INDICATIVE==,marker::politeness_markers_==Please==,marker::politeness_markers_==Please_start==,marker::politeness_markers_==HASHEDGE==,marker::politeness_markers_==Indirect_(btw)==,marker::politeness_markers_==Hedges==,marker::politeness_markers_==Factuality==,marker::politeness_markers_==Deference==,marker::politeness_markers_==Gratitude==,marker::politeness_markers_==Apologizing==,marker::politeness_markers_==1st_person_pl.==,marker::politeness_markers_==1st_person==,marker::politeness_markers_==1st_person_start==,marker::politeness_markers_==2nd_person==,marker::politeness_markers_==2nd_person_start==,marker::politeness_markers_==Indirect_(greeting)==,marker::politeness_markers_==Direct_question==,marker::politeness_markers_==Direct_start==,marker::politeness_markers_==HASPOSITIVE==,marker::politeness_markers_==HASNEGATIVE==,marker::politeness_markers_==SUBJUNCTIVE==,marker::politeness_markers_==INDICATIVE==,politeness_score_Genius1237/xlm-roberta-large-tydip,politeness_label,politeness_score_Genius1237/xlm-roberta-large-tydip_en
PAIK_PA_bot.docx,2,ChatGPT,4,Would you like to talk about what ReasoningMod is about in your example?,Information,PA,,0,0.98,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Would you like to talk about what ReasoningMod is about in your example?,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 1)], [('your', 0, 11)]]",[],[],[],[],"[[('like', 0, 2)]]",[],"[[('would', 0, 0)]]",[],0.983440876,polite,0.983440876
PAIK_PA_bot.docx,3,You,1,How do the reasoning mods on ChatGPT work?,Information,PA,Question,0,0.09,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,How do the reasoning mods on ChatGPT work?,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('how', 0, 0)]]",[],"[[('work', 0, 7)]]",[],[],[],0.09300590307,impolite,0.09300590307
PAIK_PA_bot.docx,3,You,2,I'm done.,Information,PA,I'm done,0,0.85,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 0)]]",[],[],[],[],[],[],[],[],[],0.850425899,polite,0.850425899
PAIK_PA_bot.docx,3,ChatGPT,1,Reasoning mods on ChatGPT are special setups that guide how the model responds to thinking tasks.,Information,PA,,0,0.55,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Reasoning mods on ChatGPT are special setups that guide how the model responds to thinking tasks.,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('thinking', 0, 14)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0.550478518,neutral,0.550478518
PAIK_PA_bot.docx,3,ChatGPT,2,"They focus the answers on things like logic, evidence, or patterns.",Information,PA,,0,0.20,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"They focus the answers on things like logic, evidence, or patterns.",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('like', 0, 6)]]",[],[],[],0.2047178596,impolite,0.2047178596
PAIK_PA_bot.docx,3,ChatGPT,3,Each mod follows rules to help the model check reasons carefully and avoid mistakes.,Information,PA,,0,0.67,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Each mod follows rules to help the model check reasons carefully and avoid mistakes.,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('mistakes', 0, 13)]]",[],[],0.6700111032,neutral,0.6700111032
PAIK_PA_bot.docx,4,You,1,How are these mods built?,Information,PA,Question,0,0.01,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,How are these mods built?,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('how', 0, 0)]]",[],[],[],[],[],0.01469460689,impolite,0.01469460689
PAIK_PA_bot.docx,4,You,2,I'm done.,Information,PA,I'm done,0,0.85,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 0)]]",[],[],[],[],[],[],[],[],[],0.850425899,polite,0.850425899
PAIK_PA_bot.docx,4,ChatGPT,1,These mods are built by setting up instructions that tell the model how to behave in certain situations.,Information,PA,,0,0.70,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,These mods are built by setting up instructions that tell the model how to behave in certain situations.,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0.7040566802,polite,0.7040566802
PAIK_PA_bot.docx,4,ChatGPT,2,"They include goals, types of reasoning to use, and what to watch out for.",Information,PA,,0,0.60,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"They include goals, types of reasoning to use, and what to watch out for.",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0.5971894264,neutral,0.5971894264
PAIK_PA_bot.docx,4,ChatGPT,3,"Then, the model follows those rules every time it answers something related.",Information,PA,,0,0.62,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Then, the model follows those rules every time it answers something related.",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('then', 0, 0)]]",[],[],[],[],0.6242616177,neutral,0.6242616177
PAIK_PA_bot.docx,5,You,1,What is the second step to building a chatbot on GPT?,Information,PA,Question,0,0.80,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,What is the second step to building a chatbot on GPT?,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('what', 0, 0)]]",[],[],[],[],[],0.8042144179,polite,0.8042144179
PAIK_PA_bot.docx,5,You,2,I'm done.,Information,PA,I'm done,0,0.85,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 0)]]",[],[],[],[],[],[],[],[],[],0.850425899,polite,0.850425899
PAIK_PA_bot.docx,5,ChatGPT,1,The second step to building a chatbot on GPT is deciding how it should behave.,Information,PA,,0,0.79,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,The second step to building a chatbot on GPT is deciding how it should behave.,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('should', 0, 13)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0.7919377685,polite,0.7919377685
PAIK_PA_bot.docx,5,ChatGPT,2,"That means choosing what kind of tone, speed, and rules it should follow when talking.",Information,PA,,0,0.38,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"That means choosing what kind of tone, speed, and rules it should follow when talking.",24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('should', 0, 13)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0.3815416694,neutral,0.3815416694
PAIK_PA_bot.docx,5,ChatGPT,3,This helps the chatbot act the right way for the people using it.,Information,PA,,0,0.70,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,This helps the chatbot act the right way for the people using it.,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('right', 0, 6)]]",[],[],[],0.7020283341,polite,0.7020283341
PAIK_PA_bot.docx,6,You,1,So you have specialization here.,Information,PA,Answer,0,0.50,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,So you have specialization here.,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 1)]]",[],[],[],"[[('so', 0, 0)]]",[],[],[],[],0.4989093244,neutral,0.4989093244
PAIK_PA_bot.docx,6,ChatGPT,1,"Yes, that's right.",Information,PA,,0,0.91,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Yes, that's right.",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('right', 0, 4)]]",[],[],[],0.9102101922,polite,0.9102101922
PAIK_PA_bot.docx,6,ChatGPT,2,"Specialization means setting the chatbot to do a certain kind of job, like helping with science questions or talking like a teacher.",Information,PA,,0,0.59,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Specialization means setting the chatbot to do a certain kind of job, like helping with science questions or talking like a teacher.",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('like', 0, 13)], [('helping', 0, 14)], [('like', 0, 20)]]",[],[],[],0.5940871239,neutral,0.5940871239
PAIK_PA_bot.docx,6,ChatGPT,3,"That way, it gives answers that fit the task or the kind of person using it.",Information,PA,,0,0.74,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"That way, it gives answers that fit the task or the kind of person using it.",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0.7442865372,polite,0.7442865372
PAIK_PA_bot.docx,7,You,1,Can you plan my birthday for me please?,Creative,PA,Request,1,1.00,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Can you plan my birthday for me please?,30,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[[('please', 0, 7)]]",[],[],[],[],[],[],[],[],[],"[[('my', 0, 3)]]",[],"[[('you', 0, 1)]]",[],[],[],[],[],[],[],"[[('can', 0, 0)]]",0.9956330657,polite,0.9956330657
PAIK_PA_bot.docx,7,You,2,I'm done.,Creative,PA,I'm done,0,0.85,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 0)]]",[],[],[],[],[],[],[],[],[],0.850425899,polite,0.850425899
PAIK_PA_bot.docx,7,ChatGPT,1,"To plan your birthday, I need a few things first.",Creative,PA,,0,0.87,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"To plan your birthday, I need a few things first.",32,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 5)]]",[],"[[('your', 0, 2)]]",[],[],[],[],[],[],[],[],0.8701042533,polite,0.8701042533
PAIK_PA_bot.docx,7,ChatGPT,2,How old will you be turning?,Creative,PA,,0,0.95,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,How old will you be turning?,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 3)]]",[],[],"[[('how', 0, 0)]]",[],[],[],[],"[[('will', 0, 2)]]",0.945689261,polite,0.945689261
PAIK_PA_bot.docx,7,ChatGPT,3,"And do you want it at home, outside, or somewhere else?",Creative,PA,,0,0.56,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"And do you want it at home, outside, or somewhere else?",34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 2)]]",[],[],[],"[[('and', 0, 0)]]",[],[],[],[],0.5605242848,neutral,0.5605242848
PAIK_PA_bot.docx,8,You,1,"I'm turning 14, and I'd like to have it somewhere else.",Creative,PA,Answer,0,0.50,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"I'm turning 14, and I'd like to have it somewhere else.",35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 6)]]","[[('i', 0, 0)]]",[],[],[],[],[],"[[('like', 0, 8)]]",[],[],[],0.4971605539,neutral,0.4971605539
PAIK_PA_bot.docx,8,ChatGPT,1,Alright.,Creative,PA,,0,0.75,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Alright.,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0.7546220422,polite,0.7546220422
PAIK_PA_bot.docx,8,ChatGPT,2,"For a fourteenth birthday somewhere else, you could pick a fun place like a game center, a bowling alley, or maybe a park with space for activities.",Creative,PA,,0,0.71,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"For a fourteenth birthday somewhere else, you could pick a fun place like a game center, a bowling alley, or maybe a park with space for activities.",37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,[],[],"[[('maybe', 0, 23)]]",[],[],[],[],[],[],[],[],[],"[[('you', 0, 7)]]",[],[],[],[],"[[('fun', 0, 11)], [('like', 0, 13)]]",[],[],[],0.7092854977,polite,0.7092854977
PAIK_PA_bot.docx,8,ChatGPT,3,"Would you like something active like games, or more relaxed like movies or food?",Creative,PA,,0,0.69,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Would you like something active like games, or more relaxed like movies or food?",38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 1)]]",[],[],[],[],"[[('like', 0, 2)], [('like', 0, 5)], [('relaxed', 0, 10)], [('like', 0, 11)]]",[],"[[('would', 0, 0)]]",[],0.6871699691,neutral,0.6871699691
PAIK_PA_bot.docx,9,You,1,Could I have something active and could you give me a plan for the whole day from 8am to 5 o'clock in the evening?,Creative,PA,Request,1,0.99,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Could I have something active and could you give me a plan for the whole day from 8am to 5 o'clock in the evening?,39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 1)]]",[],"[[('you', 0, 7)]]",[],[],[],[],[],[],"[[('could', 0, 6)]]",[],0.9941585064,polite,0.9941585064
PAIK_PA_bot.docx,9,ChatGPT,1,Yes.,Creative,PA,,0,0.80,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Yes.,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0.8025357127,polite,0.8025357127
PAIK_PA_bot.docx,9,ChatGPT,2,Here’s a full day plan with active fun from 8 in the morning to 5 in the evening.,Creative,PA,,0,0.94,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Here’s a full day plan with active fun from 8 in the morning to 5 in the evening.,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('fun', 0, 8)]]",[],[],[],0.9389939904,polite,0.9389939904
PAIK_PA_bot.docx,9,ChatGPT,3,"Start at 8 o’clock with breakfast at home, something filling like pancakes or eggs.",Creative,PA,,0,0.65,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Start at 8 o’clock with breakfast at home, something filling like pancakes or eggs.",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('like', 0, 11)]]",[],[],[],0.6469184756,neutral,0.6469184756
PAIK_PA_bot.docx,9,ChatGPT,4,"Then around 9, head to an adventure park or trampoline center for a couple of hours of games and jumping.",Creative,PA,,0,0.70,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Then around 9, head to an adventure park or trampoline center for a couple of hours of games and jumping.",43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],"[[('around', 0, 1)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('then', 0, 0)]]",[],[],[],[],0.7014058232,polite,0.7014058232
PAIK_PA_bot.docx,9,ChatGPT,5,"By 11:30, you can go to a nearby café or pizza place for an early lunch and cake.",Creative,PA,,0,0.78,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"By 11:30, you can go to a nearby café or pizza place for an early lunch and cake.",44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 3)]]",[],[],[],[],[],[],[],[],0.7802243829,polite,0.7802243829
PAIK_PA_bot.docx,9,ChatGPT,6,"After that, around 1, plan a team activity like laser tag, mini golf, or an escape room.",Creative,PA,,0,0.77,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"After that, around 1, plan a team activity like laser tag, mini golf, or an escape room.",45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],"[[('around', 0, 3)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('like', 0, 10)]]",[],[],[],0.7671571374,polite,0.7671571374
PAIK_PA_bot.docx,9,ChatGPT,7,"Around 3, go to a park for snacks, music, and some outdoor games like frisbee or capture the flag.",Creative,PA,,0,0.78,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Around 3, go to a park for snacks, music, and some outdoor games like frisbee or capture the flag.",46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],"[[('around', 0, 0)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('like', 0, 16)]]",[],[],[],0.7834509015,polite,0.7834509015
PAIK_PA_bot.docx,9,ChatGPT,8,"Finish at 4:30 with goodie bags and pictures, then head home by 5.",Creative,PA,,0,0.92,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Finish at 4:30 with goodie bags and pictures, then head home by 5.",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0.9244560003,polite,0.9244560003
