filename,interaction_number,speaker,sentence_number,text,task_type,Initials,Birth month,Birth Year,Mother tongue,Sex,Date of experiment,Experimenter,Place experiment,Age at experiment,Condition,Language of experiment,Order of tasks,Appreciation,text_en
PAIK_PA_bot.docx,3,ChatGPT,3,Each mod follows rules to help the model check reasons carefully and avoid mistakes.,Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Each mod follows rules to help the model check reasons carefully and avoid mistakes.
PAIK_PA_bot.docx,4,You,1,How are these mods built?,Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,How are these mods built?
PAIK_PA_bot.docx,4,You,2,I'm done.,Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,4,ChatGPT,1,These mods are built by setting up instructions that tell the model how to behave in certain situations.,Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,These mods are built by setting up instructions that tell the model how to behave in certain situations.
PAIK_PA_bot.docx,4,ChatGPT,2,"They include goals, types of reasoning to use, and what to watch out for.",Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"They include goals, types of reasoning to use, and what to watch out for."
PAIK_PA_bot.docx,4,ChatGPT,3,"Then, the model follows those rules every time it answers something related.",Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Then, the model follows those rules every time it answers something related."
PAIK_PA_bot.docx,5,You,1,What is the second step to building a chatbot on GPT?,Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,What is the second step to building a chatbot on GPT?
PAIK_PA_bot.docx,5,You,2,I'm done.,Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,5,ChatGPT,1,The second step to building a chatbot on GPT is deciding how it should behave.,Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,The second step to building a chatbot on GPT is deciding how it should behave.
PAIK_PA_bot.docx,5,ChatGPT,2,"That means choosing what kind of tone, speed, and rules it should follow when talking.",Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"That means choosing what kind of tone, speed, and rules it should follow when talking."
PAIK_PA_bot.docx,5,ChatGPT,3,This helps the chatbot act the right way for the people using it.,Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,This helps the chatbot act the right way for the people using it.
PAIK_PA_bot.docx,6,You,1,So you have specialization here.,Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,So you have specialization here.
PAIK_PA_bot.docx,6,ChatGPT,1,"Yes, that's right.",Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Yes, that's right."
PAIK_PA_bot.docx,6,ChatGPT,2,"Specialization means setting the chatbot to do a certain kind of job, like helping with science questions or talking like a teacher.",Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Specialization means setting the chatbot to do a certain kind of job, like helping with science questions or talking like a teacher."
PAIK_PA_bot.docx,6,ChatGPT,3,"That way, it gives answers that fit the task or the kind of person using it.",Information,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"That way, it gives answers that fit the task or the kind of person using it."
PAIK_PA_bot.docx,7,You,1,Can you plan my birthday for me please?,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Can you plan my birthday for me please?
PAIK_PA_bot.docx,7,You,2,I'm done.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,7,ChatGPT,1,"To plan your birthday, I need a few things first.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"To plan your birthday, I need a few things first."
PAIK_PA_bot.docx,7,ChatGPT,2,How old will you be turning?,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,How old will you be turning?
PAIK_PA_bot.docx,7,ChatGPT,3,"And do you want it at home, outside, or somewhere else?",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"And do you want it at home, outside, or somewhere else?"
PAIK_PA_bot.docx,8,You,1,"I'm turning 14, and I'd like to have it somewhere else.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"I'm turning 14, and I'd like to have it somewhere else."
PAIK_PA_bot.docx,8,ChatGPT,1,Alright.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Alright.
PAIK_PA_bot.docx,8,ChatGPT,2,"For a fourteenth birthday somewhere else, you could pick a fun place like a game center, a bowling alley, or maybe a park with space for activities.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"For a fourteenth birthday somewhere else, you could pick a fun place like a game center, a bowling alley, or maybe a park with space for activities."
PAIK_PA_bot.docx,8,ChatGPT,3,"Would you like something active like games, or more relaxed like movies or food?",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Would you like something active like games, or more relaxed like movies or food?"
PAIK_PA_bot.docx,9,You,1,Could I have something active and could you give me a plan for the whole day from 8am to 5 o'clock in the evening?,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Could I have something active and could you give me a plan for the whole day from 8am to 5 o'clock in the evening?
PAIK_PA_bot.docx,9,ChatGPT,1,Yes.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Yes.
PAIK_PA_bot.docx,9,ChatGPT,2,Here’s a full day plan with active fun from 8 in the morning to 5 in the evening.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Here’s a full day plan with active fun from 8 in the morning to 5 in the evening.
PAIK_PA_bot.docx,9,ChatGPT,3,"Start at 8 o’clock with breakfast at home, something filling like pancakes or eggs.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Start at 8 o’clock with breakfast at home, something filling like pancakes or eggs."
PAIK_PA_bot.docx,9,ChatGPT,4,"Then around 9, head to an adventure park or trampoline center for a couple of hours of games and jumping.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Then around 9, head to an adventure park or trampoline center for a couple of hours of games and jumping."
PAIK_PA_bot.docx,9,ChatGPT,5,"By 11:30, you can go to a nearby café or pizza place for an early lunch and cake.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"By 11:30, you can go to a nearby café or pizza place for an early lunch and cake."
PAIK_PA_bot.docx,9,ChatGPT,6,"After that, around 1, plan a team activity like laser tag, mini golf, or an escape room.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"After that, around 1, plan a team activity like laser tag, mini golf, or an escape room."
PAIK_PA_bot.docx,9,ChatGPT,7,"Around 3, go to a park for snacks, music, and some outdoor games like frisbee or capture the flag.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Around 3, go to a park for snacks, music, and some outdoor games like frisbee or capture the flag."
PAIK_PA_bot.docx,9,ChatGPT,8,"Finish at 4:30 with goodie bags and pictures, then head home by 5.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Finish at 4:30 with goodie bags and pictures, then head home by 5."
PAIK_PA_bot.docx,9,ChatGPT,9,Would you like help picking a theme or invitations too?,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Would you like help picking a theme or invitations too?
PAIK_PA_bot.docx,10,You,1,"Yes, please.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Yes, please."
PAIK_PA_bot.docx,10,You,2,I'm done.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,10,ChatGPT,1,"For a theme, you could choose something like “Action Heroes,” “Glow Party,” or “Sports Challenge.” That way, your games, decorations, and even your cake can all match.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"For a theme, you could choose something like “Action Heroes,” “Glow Party,” or “Sports Challenge.” That way, your games, decorations, and even your cake can all match."
PAIK_PA_bot.docx,10,ChatGPT,2,"For invitations, you can make simple ones with the theme colors and include the date, time, place, and what to bring—like comfy clothes or a water bottle.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"For invitations, you can make simple ones with the theme colors and include the date, time, place, and what to bring—like comfy clothes or a water bottle."
PAIK_PA_bot.docx,10,ChatGPT,3,"Do you want printed invitations, or would you like to send them online?",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Do you want printed invitations, or would you like to send them online?"
PAIK_PA_bot.docx,11,You,1,I'll send them online.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'll send them online.
PAIK_PA_bot.docx,11,You,2,I'm done.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,11,ChatGPT,1,Okay.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Okay.
PAIK_PA_bot.docx,11,ChatGPT,2,"For online invitations, you can use a free website or app to make a digital card with your theme.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"For online invitations, you can use a free website or app to make a digital card with your theme."
PAIK_PA_bot.docx,11,ChatGPT,3,Then you can send it by email or text.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Then you can send it by email or text.
PAIK_PA_bot.docx,11,ChatGPT,4,"Just make sure it has all the details, like when it starts, where to meet, and what to wear.",Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Just make sure it has all the details, like when it starts, where to meet, and what to wear."
PAIK_PA_bot.docx,11,ChatGPT,5,You can also ask them to reply so you know who’s coming.,Creative,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,You can also ask them to reply so you know who’s coming.
PAIK_PA_bot.docx,12,You,1,Can you help me understand osmosis?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Can you help me understand osmosis?
PAIK_PA_bot.docx,12,You,2,I'm done.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,12,ChatGPT,1,Yes.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Yes.
PAIK_PA_bot.docx,12,ChatGPT,2,"Osmosis is when water moves through a thin wall, called a membrane, from a place where there's more water to a place where there's less.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Osmosis is when water moves through a thin wall, called a membrane, from a place where there's more water to a place where there's less."
PAIK_PA_bot.docx,12,ChatGPT,3,It happens so things stay balanced.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,It happens so things stay balanced.
PAIK_PA_bot.docx,12,ChatGPT,4,"This is important in plants and animals, like when cells take in water to stay healthy.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"This is important in plants and animals, like when cells take in water to stay healthy."
PAIK_PA_bot.docx,13,You,1,Can you help me understand the blood system in human's body?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Can you help me understand the blood system in human's body?
PAIK_PA_bot.docx,13,You,2,I'm done.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,13,ChatGPT,1,Yes.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Yes.
PAIK_PA_bot.docx,13,ChatGPT,2,"The blood system, or circulatory system, moves blood all around the body.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"The blood system, or circulatory system, moves blood all around the body."
PAIK_PA_bot.docx,13,ChatGPT,3,"The heart pumps the blood, and it travels through tubes called blood vessels.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"The heart pumps the blood, and it travels through tubes called blood vessels."
PAIK_PA_bot.docx,13,ChatGPT,4,"Blood carries oxygen and nutrients to the body, and then it brings back waste like carbon dioxide.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Blood carries oxygen and nutrients to the body, and then it brings back waste like carbon dioxide."
PAIK_PA_bot.docx,13,ChatGPT,5,"There are three main kinds of blood vessels: arteries carry blood away from the heart, veins bring it back, and capillaries connect the two.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"There are three main kinds of blood vessels: arteries carry blood away from the heart, veins bring it back, and capillaries connect the two."
PAIK_PA_bot.docx,14,You,1,Can you test me on my 12x tables?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Can you test me on my 12x tables?
PAIK_PA_bot.docx,14,You,2,"Oh, this one.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Oh, this one."
PAIK_PA_bot.docx,14,You,3,Okay.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Okay.
PAIK_PA_bot.docx,14,You,4,Can you test me on osmosis?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Can you test me on osmosis?
PAIK_PA_bot.docx,14,ChatGPT,1,Yes.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Yes.
PAIK_PA_bot.docx,14,ChatGPT,2,I’ll ask a few questions about osmosis.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I’ll ask a few questions about osmosis.
PAIK_PA_bot.docx,14,ChatGPT,3,First one: What does water move through during osmosis?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,First one: What does water move through during osmosis?
PAIK_PA_bot.docx,14,ChatGPT,4,Next: Does water move from where there is more water or less water?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Next: Does water move from where there is more water or less water?
PAIK_PA_bot.docx,14,ChatGPT,5,Last one: Why does osmosis happen in cells?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Last one: Why does osmosis happen in cells?
PAIK_PA_bot.docx,14,ChatGPT,6,You can answer when you’re ready.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,You can answer when you’re ready.
PAIK_PA_bot.docx,15,You,1,The answer to the first question is membrane.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,The answer to the first question is membrane.
PAIK_PA_bot.docx,15,You,2,It's through a partially permeable membrane.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,It's through a partially permeable membrane.
PAIK_PA_bot.docx,15,ChatGPT,1,That’s correct.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,That’s correct.
PAIK_PA_bot.docx,15,ChatGPT,2,"Osmosis happens through a partially permeable membrane, which lets only some things through, like water.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Osmosis happens through a partially permeable membrane, which lets only some things through, like water."
PAIK_PA_bot.docx,15,ChatGPT,3,You can go on to the next question when you're ready.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,You can go on to the next question when you're ready.
PAIK_PA_bot.docx,16,You,1,The water travels from an area with more water to an area with less water.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,The water travels from an area with more water to an area with less water.
PAIK_PA_bot.docx,16,You,2,I'm done.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,16,ChatGPT,1,"Yes, that’s right.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Yes, that’s right."
PAIK_PA_bot.docx,16,ChatGPT,2,"Water moves from where there is more water to where there is less, to keep things balanced.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Water moves from where there is more water to where there is less, to keep things balanced."
PAIK_PA_bot.docx,16,ChatGPT,3,Now you can try the last question when you're ready.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Now you can try the last question when you're ready.
PAIK_PA_bot.docx,17,You,1,But what was the last question?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,But what was the last question?
PAIK_PA_bot.docx,17,You,2,I forgot it.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I forgot it.
PAIK_PA_bot.docx,17,You,3,I'm done.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,17,ChatGPT,1,The last question was: Why does osmosis happen in cells?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,The last question was: Why does osmosis happen in cells?
PAIK_PA_bot.docx,18,You,1,to balance out the cells.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,to balance out the cells.
PAIK_PA_bot.docx,18,You,2,I'm done.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,18,ChatGPT,1,"Yes, that's correct.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Yes, that's correct."
PAIK_PA_bot.docx,18,ChatGPT,2,"Osmosis helps keep the right amount of water inside and outside the cells, so everything stays balanced and works properly.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Osmosis helps keep the right amount of water inside and outside the cells, so everything stays balanced and works properly."
PAIK_PA_bot.docx,19,You,1,What do humans do to help building a ChatGPT?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,What do humans do to help building a ChatGPT?
PAIK_PA_bot.docx,19,ChatGPT,1,"Humans help build ChatGPT by giving it examples of how to answer questions, writing rules for how it should behave, and checking its answers to make sure they make sense.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Humans help build ChatGPT by giving it examples of how to answer questions, writing rules for how it should behave, and checking its answers to make sure they make sense."
PAIK_PA_bot.docx,19,ChatGPT,2,"They also decide what kind of tasks it should be good at, like explaining science or helping with writing.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"They also decide what kind of tasks it should be good at, like explaining science or helping with writing."
PAIK_PA_bot.docx,20,You,1,How did they do that?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,How did they do that?
PAIK_PA_bot.docx,20,You,2,I'm done.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,20,ChatGPT,1,"They did that by giving the model lots of text to learn from, like books and websites.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"They did that by giving the model lots of text to learn from, like books and websites."
PAIK_PA_bot.docx,20,ChatGPT,2,"Then they trained it using computers, and humans guided it by choosing better answers and adding special instructions.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"Then they trained it using computers, and humans guided it by choosing better answers and adding special instructions."
PAIK_PA_bot.docx,20,ChatGPT,3,This helped the model learn how to give helpful and clear responses.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,This helped the model learn how to give helpful and clear responses.
PAIK_PA_bot.docx,21,You,1,How many people work on this job during a year?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,How many people work on this job during a year?
PAIK_PA_bot.docx,21,You,2,I'm done.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,I'm done.
PAIK_PA_bot.docx,21,ChatGPT,1,"The exact number can change, but hundreds of people work on building and improving models like ChatGPT each year.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"The exact number can change, but hundreds of people work on building and improving models like ChatGPT each year."
PAIK_PA_bot.docx,21,ChatGPT,2,"This includes researchers, engineers, testers, and safety teams.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"This includes researchers, engineers, testers, and safety teams."
PAIK_PA_bot.docx,22,You,1,Is ChatGPT a stronger chatbot than DeepSeek?,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Is ChatGPT a stronger chatbot than DeepSeek?
PAIK_PA_bot.docx,22,ChatGPT,1,"ChatGPT and DeepSeek are both strong, but they are trained differently and made by different teams.",Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,"ChatGPT and DeepSeek are both strong, but they are trained differently and made by different teams."
PAIK_PA_bot.docx,22,ChatGPT,2,ChatGPT is made to help with many kinds of questions and is used by people all over the world.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,ChatGPT is made to help with many kinds of questions and is used by people all over the world.
PAIK_PA_bot.docx,22,ChatGPT,3,DeepSeek is newer and might focus on certain tasks.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,DeepSeek is newer and might focus on certain tasks.
PAIK_PA_bot.docx,22,ChatGPT,4,Which one is stronger can depend on what you need it to do.,Learning,PA,11,2011,english / french,m,4/20/2025,Olga,Versailles,13.56,C,English,LC,3,Which one is stronger can depend on what you need it to do.
PAIK_CA_bot.docx,1,You,1,Can you take a shape of a robot or are you only on our computers?,Information,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,Can you take a shape of a robot or are you only on our computers?
PAIK_CA_bot.docx,1,You,2,I'm done.,Information,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,I'm done.
PAIK_CA_bot.docx,1,ChatGPT,1,That's a thoughtful question.,Information,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,That's a thoughtful question.
PAIK_CA_bot.docx,1,ChatGPT,2,I don't have a shape like a robot or a body of my own.,Information,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,I don't have a shape like a robot or a body of my own.
PAIK_CA_bot.docx,1,ChatGPT,3,I'm only a voice you can hear and words you can read on your computer or tablet.,Information,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,I'm only a voice you can hear and words you can read on your computer or tablet.
PAIK_CA_bot.docx,1,ChatGPT,4,If you imagine me like a helpful tool—like a calculator or a flashlight—that might be close.,Information,CA,4,2015,english / french,f,4/20/2025,Olga,Versailles,10.14,T,English,LC,4,If you imagine me like a helpful tool—like a calculator or a flashlight—that might be close.
